[04:16:41	]ISpilledMyRamen has connected.
[04:24:18	]Ulysses Nathius ran 'EquipUn' on item 'Civil Administration PDA' (#2046392)
[04:24:18	]Ulysses Nathius ran 'Equip' on item 'Combine PDA' (#2046394)
[04:24:26	]Ulysses Nathius ran 'EquipUn' on item 'Combine PDA' (#2046394)
[04:24:28	]Ulysses Nathius has spawned a pda_cmu.
[04:24:30	]Ulysses Nathius ran 'take' on item 'CMRU PDA' (#2046395)
[04:24:30	]Ulysses Nathius has gained a 'CMRU PDA' #2046395.
[04:24:31	]Ulysses Nathius ran 'drop' on item 'CMRU PDA' (#2046395)
[04:24:31	]Ulysses Nathius has lost a 'CMRU PDA' #2046395.
[04:24:32	]Ulysses Nathius ran 'take' on item 'CMRU PDA' (#2046395)
[04:24:32	]Ulysses Nathius has gained a 'CMRU PDA' #2046395.
[04:25:33	]Ulysses Nathius used command '/PrintStaffList'.
[04:25:38	]Ulysses Nathius has spawned a cit_computer.
[04:25:39	]Ulysses Nathius ran 'take' on item 'Citizen Computer' (#2046396)
[04:25:39	]Ulysses Nathius has gained a 'Citizen Computer' #2046396.
[04:25:40	]Ulysses Nathius has spawned a floppydisk.
[04:25:42	]Ulysses Nathius ran 'take' on item 'Floppy Disk' (#2046397)
[04:25:42	]Ulysses Nathius has gained a 'Floppy Disk' #2046397.
[04:25:47	]Ulysses Nathius has spawned 'models/props_c17/FurnitureTable003a.mdl'.
[04:25:49	]Ulysses Nathius has spawned 'models/props_c17/FurnitureTable002a.mdl'.
[04:25:51	]Ulysses Nathius has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[04:25:56	]Ulysses Nathius ran 'Place' on item 'Citizen Computer' (#2046396)
[04:26:30	]Ulysses Nathius ran 'Name' on item 'Floppy Disk' (#2046397)
[04:26:31	]Ulysses Nathius ran 'Name' on item 'Floppy Disk' (#2046397)
[04:26:41	]Ulysses Nathius ran 'Place' on item 'Test' (#2046397)
[04:26:41	]Ulysses Nathius has lost a 'Test' #2046397.
[04:27:18	]Ulysses Nathius ran 'take' on item 'Test' (#2046397)
[04:27:18	]Ulysses Nathius has gained a 'Test' #2046397.
[04:27:24	]Ulysses Nathius has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[04:27:28	]Ulysses Nathius has spawned a cit_computer.
[04:27:29	]Ulysses Nathius ran 'take' on item 'Citizen Computer' (#2046398)
[04:27:29	]Ulysses Nathius has gained a 'Citizen Computer' #2046398.
[04:27:31	]Ulysses Nathius ran 'Place' on item 'Citizen Computer' (#2046398)
[04:27:36	]Ulysses Nathius ran 'Place' on item 'Test' (#2046397)
[04:27:36	]Ulysses Nathius has lost a 'Test' #2046397.
[04:28:41	]Ulysses Nathius ran 'take' on item 'Test' (#2046397)
[04:28:41	]Ulysses Nathius has gained a 'Test' #2046397.
[04:28:46	]Ulysses Nathius ran 'Place' on item 'Test' (#2046397)
[04:28:46	]Ulysses Nathius has lost a 'Test' #2046397.
[04:29:40	]Ulysses Nathius has spawned a med_computer.
[04:29:41	]Ulysses Nathius ran 'take' on item 'Medical Computer' (#2046399)
[04:29:41	]Ulysses Nathius has gained a 'Medical Computer' #2046399.
[04:29:44	]Ulysses Nathius has used a context menu option with the name: skin
[04:29:46	]Ulysses Nathius has used a context menu option with the name: remove
[04:29:49	]Ulysses Nathius ran 'Place' on item 'Medical Computer' (#2046399)
[04:30:14	]Ulysses Nathius ran 'take' on item 'Test' (#2046397)
[04:30:14	]Ulysses Nathius has gained a 'Test' #2046397.
[04:30:18	]Ulysses Nathius ran 'Name' on item 'Test' (#2046397)
[04:30:37	]Ulysses Nathius ran 'Name' on item 'Test' (#2046397)
[04:31:01	]Ulysses Nathius ran 'Place' on item 'BitByte Cyber Cafe Driver' (#2046397)
[04:31:01	]Ulysses Nathius has lost a 'BitByte Cyber Cafe Driver' #2046397.
[04:32:05	]Ulysses Nathius just revealed a password of the floppy disk '#6331' with the password 'BitByteCafeDRIVE'
[04:32:05	]Ulysses Nathius has used a context menu option with the name: ixfloppydiscseepassword
[04:32:09	]Ulysses Nathius has used a context menu option with the name: skin
[04:32:13	]Ulysses Nathius has used a context menu option with the name: skin
[04:32:28	]Ulysses Nathius has used a context menu option with the name: rb655_dissolve
[04:32:29	]Ulysses Nathius ran 'take' on item 'BitByte Cyber Cafe Driver' (#2046397)
[04:32:29	]Ulysses Nathius has gained a 'BitByte Cyber Cafe Driver' #2046397.
[04:32:36	]Ulysses Nathius ran 'Place' on item 'BitByte Cyber Cafe Driver' (#2046397)
[04:32:39	]Ulysses Nathius ran 'Place' on item 'BitByte Cyber Cafe Driver' (#2046397)
[04:32:42	]Ulysses Nathius ran 'Place' on item 'Citizen Computer' (#2046400)
[04:32:48	]Ulysses Nathius ran 'Place' on item 'Citizen Computer' (#2046401)
[04:32:53	]Ulysses Nathius ran 'Place' on item 'BitByte Cyber Cafe Driver' (#2046397)
[04:32:53	]Ulysses Nathius has lost a 'BitByte Cyber Cafe Driver' #2046397.
[04:33:03	]ISpilledMyRamen loaded the character 'Nishi Mamoru'
[04:33:08	]Nishi Mamoru is fully healed.
[04:33:41	]ISpilledMyRamen loaded the character 'Ulysses Nathius'
[04:33:57	]Ulysses Nathius used command '/PrintStaffList'.
[04:33:59	]Ulysses Nathius ran 'take' on item 'BitByte Cyber Cafe Driver' (#2046397)
[04:33:59	]Ulysses Nathius has gained a 'BitByte Cyber Cafe Driver' #2046397.
[04:34:00	]Ulysses Nathius ran 'take' on item 'Citizen Computer' (#2046402)
[04:34:00	]Ulysses Nathius has gained a 'Citizen Computer' #2046402.
[04:34:09	]Console ran SAM command 'setrank' with arguments: 'uly' 'user'
[04:34:56	]Ulysses Nathius ran 'Equip' on item 'Civil Administration PDA' (#2046392)
[04:35:02	]Ulysses Nathius ran 'Equip' on item 'Combine PDA' (#2046394)
[04:35:04	]Ulysses Nathius ran 'EquipUn' on item 'Civil Administration PDA' (#2046392)
[04:35:04	]Ulysses Nathius ran 'Equip' on item 'Combine PDA' (#2046394)
[04:35:10	]Ulysses Nathius ran 'EquipUn' on item 'Combine PDA' (#2046394)
[04:35:11	]Ulysses Nathius ran 'Equip' on item 'Civil Administration PDA' (#2046392)
[04:35:56	]ISpilledMyRamen (STEAM_0:0:426186854) has disconnected.
[05:01:11	]willumhf has connected.
[05:04:03	]willumhf loaded the character 'Leon Withers'
[05:04:08	]Leon Withers is fully healed.
[05:04:13	]Leon Withers entered observer.
[05:04:30	]Leon Withers has given himself a bandage.
[05:04:30	]Leon Withers has gained a 'Bandage Roll' #2046403.
[05:05:56	]Leon Withers has used a context menu option with the name: containerlock_checkowner
[05:05:58	]The Milkman has connected.
[05:06:26	]Leon Withers exited observer at their location.
[05:06:33	]Leon Withers entered observer.
[05:06:49	]Leon Withers has used a context menu option with the name: rb655_breakable_break
[05:06:52	]Leon Withers has used a context menu option with the name: rb655_breakable_break
[05:06:57	]Leon Withers created a stash (models/props/de_train/acunit2.mdl).
[05:06:57	]Leon Withers has used a context menu option with the name: ixcreatestash
[05:07:28	]Leon Withers has given himself a request_device.
[05:07:28	]Leon Withers has gained a 'Request Device' #2046404.
[05:07:34	]Leon Withers ran 'Bind' on item 'Request Device' (#2046404)
[05:08:25	]The Milkman loaded the character 'Zor'thakar-ival'thor-Etanii'
[05:08:30	]Zor'thakar-ival'thor-Etanii is fully healed.
[05:08:58	]Zor'thakar-ival'thor-Etanii used command '/ToggleMentor'.
[05:09:03	]Zor'thakar-ival'thor-Etanii used command '/ToggleMentor'.
[05:09:05	]Zor'thakar-ival'thor-Etanii used command '/ToggleMentor'.
[05:09:07	]Zor'thakar-ival'thor-Etanii used command '/PrintStaffList'.
[05:09:12	][OOC] Zor'thakar-ival'thor-Etanii: why cant i observer
[05:10:22	]Leon Withers exited observer at their location.
[05:10:31	]willumhf loaded the character 'Anders Stauning'
[05:10:44	]Anders Stauning entered observer.
[05:10:48	]Anders Stauning exited observer at their location.
[05:12:14	]willumhf created the character 'Random Citizen'
[05:12:14	]Random Citizen has gained a 'Suitcase' #2046405.
[05:12:14	]Random Citizen has gained a 'Flashlight' #2046406.
[05:12:14	]willumhf loaded the character 'Random Citizen'
[05:12:14	]Random Citizen has gained a 'Light Grey Armband' #2046407.
[05:12:14	]Random Citizen has gained a '#78689's Identity Card' #2046408.
[05:12:14	]Random Citizen has gained a 'Blue Jumpsuit' #2046409.
[05:12:14	]Random Citizen has gained a 'Blue Jumpsuit Trousers' #2046410.
[05:12:14	]Random Citizen has gained a 'Worn Brown Shoes' #2046411.
[05:12:22	]Random Citizen entered observer.
[05:12:26	]Random Citizen exited observer at their location.
[05:12:30	][IC] Random Citizen: Hey vort.
[05:12:31	][IC] Zor'thakar-ival'thor-Etanii: Greetings.
[05:12:41	][IC] Zor'thakar-ival'thor-Etanii: How is this human faring today.
[05:13:01	][IC] Random Citizen: Im good. Do you havee any headcrab skewers?
[05:13:11	][IC] Zor'thakar-ival'thor-Etanii: Unfortunately not. However, we do possess headcrab meat.
[05:13:18	][ME] Zor'thakar-ival'thor-Etanii: handed over some raw, juicy headcrab meat.
[05:13:21	]Zor'thakar-ival'thor-Etanii ran 'drop' on item 'Raw Headcrab Meat' (#2037358)
[05:13:21	]Zor'thakar-ival'thor-Etanii has lost a 'Raw Headcrab Meat' #2037358.
[05:13:38	][ME] Random Citizen: she stares at the chains and red eye of the vortgaunt before taking the meat
[05:13:44	][IC] Random Citizen: Thank you.
[05:13:46	]Random Citizen ran 'take' on item 'Raw Headcrab Meat' (#2037358)
[05:13:46	]Random Citizen has gained a 'Raw Headcrab Meat' #2037358.
[05:13:48	][IC] Zor'thakar-ival'thor-Etanii: You are very welcome.
[05:13:53	][IC] Zor'thakar-ival'thor-Etanii: What is your name, human?
[05:14:01	][IC] Random Citizen: Im called Cassy.
[05:14:14	][IC] Zor'thakar-ival'thor-Etanii: I am known as Thor.
[05:14:22	][IC] Random Citizen: As in the greek god?
[05:14:25	][IC] Zor'thakar-ival'thor-Etanii: Yes.
[05:14:35	][IC] Random Citizen: So cool. I wish I have a god name.
[05:14:48	][IC] Random Citizen: Anways Im gonna go now. Need to get a knife.
[05:14:53	]Random Citizen has taken 6 damage from worldspawn.
[05:14:58	][IC] Random Citizen: Shit!
[05:15:40	]willumhf loaded the character 'Leon Withers'
[05:15:59	]Leon Withers entered observer.
[05:17:47	]Leon Withers exited observer at their location.
[05:17:53	]Leon Withers entered observer.
[05:17:58	]Leon Withers has used a context menu option with the name: rb655_door_open
[05:18:08	]Leon Withers has used a context menu option with the name: rb655_breakable_break
[05:18:10	]Leon Withers exited observer at their location.
[05:18:24	]Leon Withers ran 'Equip' on item 'USP-45' (#1995602)
[05:18:29	][IC] Leon Withers: Biotic.
[05:18:30	][IC] Leon Withers: Move back.
[05:18:50	]Leon Withers used command '/Staff reaches for his baton'.
[05:19:10	]Leon Withers entered observer.
[05:19:24	]Leon Withers exited observer at their location.
[05:19:45	]willumhf loaded the character 'Random Citizen'
[05:19:55	]Random Citizen entered observer.
[05:19:57	]Random Citizen exited observer at their location.
[05:19:59	][IC] Random Citizen: Hey vorti.
[05:20:01	][IC] Zor'thakar-ival'thor-Etanii: Greetings.
[05:20:06	][IC] Random Citizen: You got headcrab?
[05:20:07	][IC] Zor'thakar-ival'thor-Etanii: How fares this humna--.
[05:20:08	][IC] Random Citizen: To spar?
[05:20:09	][IC] Random Citizen: Spare*.
[05:20:10	][LOOC] Zor'thakar-ival'thor-Etanii: human*
[05:20:14	][LOOC] Zor'thakar-ival'thor-Etanii: lol
[05:20:20	][IC] Zor'thakar-ival'thor-Etanii: Yes... Some parcels of meat.
[05:20:25	][IC] Random Citizen: Can I have it?
[05:20:25	][ME] Zor'thakar-ival'thor-Etanii: handed over a few chunks of headcrab meat.
[05:20:42	][ME] Random Citizen: looks to the meat before taking it. trying to eat it raw.
[05:20:49	][IC] Zor'thakar-ival'thor-Etanii: ...I do not think that is wise.
[05:20:51	][IC] Random Citizen: .// i need to cook dis shit?
[05:20:58	][IC] Random Citizen: Oh.
[05:21:09	][IC] Random Citizen: Ok, Ill go cook it then.
[05:21:21	]Random Citizen entered observer.
[05:21:24	]Random Citizen exited observer at their location.
[05:21:30	]willumhf loaded the character 'Leon Withers'
[05:22:08	]Leon Withers entered observer.
[05:22:12	]Leon Withers exited observer at their location.
[05:22:34	][IC] Leon Withers: You biotic.
[05:22:39	][IC] Leon Withers: Move back right now.
[05:22:48	][IC] Zor'thakar-ival'thor-Etanii: To the void with you!
[05:22:48	]Leon Withers used command '/Staff reaches for his PDA device.'.
[05:22:48	][ME] Zor'thakar-ival'thor-Etanii: attacks the MCP agent with a green energy beam.
[05:22:51	]Leon Withers has taken 87 damage from Zor'thakar-ival'thor-Etanii.
[05:22:51	][VORT] Zor'thakar-ival'thor-Etanii has damaged Leon Withers, dealing 87 with vortbeam
[05:22:54	]Leon Withers was knocked unconscious and is bleeding out.
[05:22:54	][VORT] Zor'thakar-ival'thor-Etanii has damaged Leon Withers, dealing 87 with vortbeam
[05:22:57	][LOOC] Leon Withers: WHAT !
[05:22:59	][LOOC] Leon Withers: milk
[05:23:03	][LOOC] Leon Withers: omg
[05:23:07	][IC] Zor'thakar-ival'thor-Etanii: Ffuyck.
[05:23:10	][LOOC] Zor'thakar-ival'thor-Etanii: fuck
[05:23:13	][LOOC] Leon Withers: dude
[05:23:17	][LOOC] Leon Withers: i swear to fuck
[05:23:30	][IC] Leon Withers: U [[ i had no idea it was u.
[05:23:46	][LOOC] Zor'thakar-ival'thor-Etanii: no checkcrime in slums brah!!!
[05:23:55	][LOOC] Leon Withers: stfu lol
[05:24:26	][ME] Leon Withers: groans in pain, losing a lot of blood.
[05:24:55	]Leon Withers ran SAM command 'hp' with arguments: '^' '100'
[05:24:56	]Leon Withers entered observer.
[05:24:58	]Leon Withers used command '/CharStopBleedout ^'.
[05:25:00	]Leon Withers is no longer unconscious from critical wounds.
[05:25:00	]Leon Withers is fully healed.
[05:25:08	]Zor'thakar-ival'thor-Etanii used command '/ToggleMentor'.
[05:25:09	]Zor'thakar-ival'thor-Etanii used command '/ToggleMentor'.
[05:25:38	]Leon Withers used command '/CharSkillSet Etanii vortessence 50'.
[05:25:43	][LOOC] Leon Withers: the fuck
[05:25:49	][LOOC] Leon Withers: it set it down to 29
[05:25:57	][LOOC] Zor'thakar-ival'thor-Etanii: wat
[05:26:03	]Leon Withers used command '/CharSkillSet Etanii vortessence 50'.
[05:26:09	][LOOC] Leon Withers: bro im putting 50
[05:26:11	][LOOC] Leon Withers: how tf
[05:26:14	]Leon Withers used command '/CharSkillSet Etanii vortessence 40'.
[05:26:22	]Leon Withers used command '/CharSkillSet Etanii vortessence 100'.
[05:26:25	][LOOC] Zor'thakar-ival'thor-Etanii: nothing's changing
[05:26:30	][LOOC] Leon Withers: keeps going to 29 on my end
[05:26:37	][LOOC] Leon Withers: ok w/e ill just set my hp low
[05:26:44	][IC] Zor'thakar-ival'thor-Etanii: Just give me a dark pill brah.
[05:26:50	][LOOC] Leon Withers: ok
[05:26:53	]Leon Withers entered observer.
[05:26:59	]Leon Withers exited observer at their location.
[05:27:02	]Leon Withers ran SAM command 'bring' with arguments: 'etanii'
[05:27:04	]Leon Withers entered observer.
[05:27:11	]Leon Withers exited observer at their location.
[05:27:20	]Leon Withers has given himself a dark_pill.
[05:27:20	]Leon Withers has gained a 'Dark Pills' #2046412.
[05:27:26	]Leon Withers is admin-searching Zor'thakar-ival'thor-Etanii's inventory.
[05:27:26	]Leon Withers has used a context menu option with the name: ixviewinventory
[05:27:27	][LOOC] Zor'thakar-ival'thor-Etanii: dark pill and like 87 hp
[05:27:30	]Zor'thakar-ival'thor-Etanii has gained a 'Dark Pills' #2046412.
[05:27:30	]Leon Withers has transferred a 'Dark Pills' #2046412 to a container with the name 'Zor'thakar-ival'thor-Etanii's inventory' #91980.
[05:27:31	]Leon Withers has closed Zor'thakar-ival'thor-Etanii's inventory.
[05:27:37	][LOOC] Leon Withers: check ur inventory
[05:27:40	]Zor'thakar-ival'thor-Etanii ran 'use' on item 'Dark Pills' (#2046412)
[05:27:40	]Zor'thakar-ival'thor-Etanii has gained a level 7 short boost in Strength.
[05:27:40	]Zor'thakar-ival'thor-Etanii has gained a level 7 short boost in Agility.
[05:27:40	]Zor'thakar-ival'thor-Etanii has gained a level 7 short boost in Intelligence.
[05:27:40	]Zor'thakar-ival'thor-Etanii has gained a level 7 short boost in Perception.
[05:27:41	]Zor'thakar-ival'thor-Etanii ran 'use' on item 'Dark Pills' (#2046412)
[05:27:41	]Zor'thakar-ival'thor-Etanii has wasted a level 7 short boost in Strength (current: 0; target: 7).
[05:27:41	]Zor'thakar-ival'thor-Etanii has wasted a level 7 short boost in Agility (current: 0; target: 7).
[05:27:41	]Zor'thakar-ival'thor-Etanii has wasted a level 7 short boost in Intelligence (current: 0; target: 7).
[05:27:41	]Zor'thakar-ival'thor-Etanii has wasted a level 7 short boost in Perception (current: 0; target: 7).
[05:27:42	][LOOC] Leon Withers: imma do citizen char again
[05:27:42	]Leon Withers entered observer.
[05:27:45	]Leon Withers exited observer at their location.
[05:27:49	]Leon Withers ran SAM command 'hp' with arguments: '^' '97'
[05:27:51	]Leon Withers ran SAM command 'hp' with arguments: '^' '87'
[05:27:57	]willumhf loaded the character 'Random Citizen'
[05:28:04	]Random Citizen entered observer.
[05:28:08	]Random Citizen exited observer at their location.
[05:28:13	][IC] Random Citizen: Hey vorti?
[05:28:15	][IC] Random Citizen: You got any food.
[05:28:18	][IC] Zor'thakar-ival'thor-Etanii: Greetiungs.
[05:28:18	][IC] Random Citizen: Headcrab i mean.
[05:28:20	][LOOC] Zor'thakar-ival'thor-Etanii: greetings*
[05:28:23	][IC] Zor'thakar-ival'thor-Etanii: I posses...
[05:28:26	][IC] Zor'thakar-ival'thor-Etanii: Much headcrab meat.
[05:28:30	][IC] Zor'thakar-ival'thor-Etanii: Very many slabs!
[05:28:31	][IC] Random Citizen: Can you spare a few/.
[05:28:32	][IC] Random Citizen: ?*.
[05:28:38	][ME] Zor'thakar-ival'thor-Etanii: handed over some headcrab meat.
[05:28:41	]Zor'thakar-ival'thor-Etanii ran 'drop' on item 'Raw Headcrab Meat' (#2037377)
[05:28:41	]Zor'thakar-ival'thor-Etanii has lost a 'Raw Headcrab Meat' #2037377.
[05:28:45	][ME] Random Citizen: she takes the headcrab meat
[05:28:46	][IC] Random Citizen: Thanks.
[05:28:49	][IC] Random Citizen: Gonna cook this real quick.
[05:28:51	][IC] Random Citizen: Be back soon.
[05:28:52	][IC] Zor'thakar-ival'thor-Etanii: You are very welcome.
[05:29:03	]willumhf loaded the character 'Leon Withers'
[05:29:11	]Leon Withers entered observer.
[05:29:18	]Leon Withers exited observer at their location.
[05:29:27	][IC] Leon Withers: Hey biotic.
[05:29:34	][IC] Leon Withers: Move back from there.
[05:29:37	][IC] Leon Withers: Out of my way.
[05:29:44	][IC] Zor'thakar-ival'thor-Etanii: To the void with you!
[05:29:45	]Leon Withers used command '/Staff reaches for pos'.
[05:29:45	][ME] Zor'thakar-ival'thor-Etanii: attacks the MCP agent with a green energy beam.
[05:29:47	]Leon Withers was knocked unconscious and is bleeding out.
[05:29:47	][VORT] Zor'thakar-ival'thor-Etanii has damaged Leon Withers, dealing 96 with vortbeam
[05:29:49	][LOOC] Leon Withers: WHA
[05:29:55	][LOOC] Leon Withers: MILK
[05:30:00	][LOOC] Leon Withers: i swear to fuck
