[20:28:42	]Hayden has connected.
[20:40:12	]C17:RCT.YELLO-33 has spawned 'models/mosi/fallout4/props/fortifications/bos/barricade.mdl'.
[20:40:12	]C17:RCT.YELLO-33 has spawned 'models/mosi/fallout4/props/fortifications/bos/barricade.mdl'.
[20:40:14	]C17:RCT.YELLO-33 exited observer at their location.
[20:40:17	]C17:RCT.YELLO-33 entered observer.
[20:41:15	]C17:RCT.YELLO-33 has fired a toolgun with the name: duplicator
[20:42:03	]C17:RCT.YELLO-33 has fired a toolgun with the name: duplicator
[20:42:26	]C17:RCT.YELLO-33 has fired a toolgun with the name: duplicator
[20:42:26	]C17:RCT.YELLO-33 has spawned 'models/mosi/fallout4/props/fortifications/bos/barricade.mdl'.
[20:42:29	]C17:RCT.YELLO-33 has fired a toolgun with the name: duplicator
[20:42:29	]C17:RCT.YELLO-33 has spawned 'models/mosi/fallout4/props/fortifications/bos/barricade.mdl'.
[20:42:37	]C17:RCT.YELLO-33 has fired a toolgun with the name: duplicator
[20:42:37	]C17:RCT.YELLO-33 has spawned 'models/mosi/fallout4/props/fortifications/bos/barricade.mdl'.
[20:42:43	]C17:RCT.YELLO-33 has fired a toolgun with the name: duplicator
[20:42:43	]C17:RCT.YELLO-33 has spawned 'models/mosi/fallout4/props/fortifications/bos/barricade.mdl'.
[20:43:10	]C17:RCT.YELLO-33 has fired a toolgun with the name: duplicator
[20:43:17	]C17:RCT.YELLO-33 has fired a toolgun with the name: duplicator
[20:44:05	]C17:RCT.YELLO-33 has fired a toolgun with the name: duplicator
[20:44:58	]C17:RCT.YELLO-33 exited observer at their location.
[20:44:59	]C17:RCT.YELLO-33 entered observer.
[20:45:11	]C17:RCT.YELLO-33 has used a context menu option with the name: remove
[20:45:25	]C17:RCT.YELLO-33 has fired a toolgun with the name: duplicator
[20:45:27	]C17:RCT.YELLO-33 exited observer at their location.
[20:45:28	]C17:RCT.YELLO-33 entered observer.
[20:45:46	]C17:RCT.YELLO-33 has fired a toolgun with the name: duplicator
[20:48:24	]C17:RCT.YELLO-33 used the 'John Doe' vendor.
[20:48:28	]C17:RCT.YELLO-33 has gained 0 chips.
[20:48:28	]C17:RCT.YELLO-33 has gained a 'UMP-45' #1652345.
[20:48:43	]C17:RCT.YELLO-33 ran 'Equip' on item 'UMP-45' (#1652345)
[20:48:47	]C17:RCT.YELLO-33 exited observer at their location.
[20:48:48	]C17:RCT.YELLO-33 entered observer.
[20:48:55	]Hayden loaded the character 'secondary char'
[20:49:04	]secondary char entered observer.
[20:49:08	]secondary char exited observer at their location.
[20:49:09	]secondary char used the 'John Doe' vendor.
[20:49:12	]secondary char has gained 0 chips.
[20:49:12	]secondary char has gained a 'CP Rank Leader Uniform' #1652346.
[20:49:21	]secondary char entered observer.
[20:49:30	]secondary char has used a context menu option with the name: vendor_edit
[20:50:01	]secondary char exited observer at their location.
[20:50:01	]secondary char used the 'John Doe' vendor.
[20:50:05	]secondary char entered observer.
[20:55:25	]secondary char has gone afk.
[21:01:40	]secondary char is no longer afk. Total time spent AFK: 670
[21:06:36	]Tony The Tiger has connected.
[21:06:40	]secondary char has gone afk.
[21:07:30	]secondary char is no longer afk. Total time spent AFK: 345
[21:08:18	]Tony The Tiger loaded the character 'S10:SCN-1'
[21:08:23	]S10:SCN-1 is fully healed.
[21:08:40	]secondary char used command '/PM SCN Playing OTA or CP'.
[21:08:45	]S10:SCN-1 used command '/Reply OTA'.
[21:08:53	]secondary char used command '/PlyWhitelist SCN-1'.
[21:08:56	]secondary char used command '/PlyWhitelist SCN'.
[21:08:59	]S10:SCN-1 used command '/Reply im just chilling on scanner till its OTA time'.
[21:09:05	]Mikey has connected.
[21:09:06	]secondary char used command '/PlyWhitelist SCN Overwatch'.
[21:09:19	]secondary char used command '/PlyWhitelist SCN Transhuman'.
[21:09:55	]Tony The Tiger created the character 'S10:SCN-5'
[21:09:55	]Tony The Tiger loaded the character 'S10:SCN-5'
[21:09:59	]secondary char has given himself a uniform_ota.
[21:09:59	]secondary char has gained a 'OTA Uniform' #1652347.
[21:10:53	]Mikey loaded the character 'S10/OSL.GHOST-70'
[21:11:08	]secondary char has used a context menu option with the name: vendor_edit
[21:11:20	]S10/OSL.GHOST-70 used the 'John Doe' vendor.
[21:11:33	]S10:SCN-5 used command '/UnitRadio ghost yo'.
[21:11:37	]secondary char used command '/Announce You'll be using CP guns to keep it mostly balanced, Rebels are using the same'.
[21:11:42	]secondary char has used a context menu option with the name: vendor_edit
[21:11:52	]S10/OSL.GHOST-70 is fully healed.
[21:13:20	]S10/OSL.GHOST-70 used command '/PM second'.
[21:13:25	]S10/OSL.GHOST-70 used command '/PM second You want us to use MP5s?'.
[21:13:48	]Hayden created the character 'Hayden'
[21:13:48	]Hayden loaded the character 'Hayden'
[21:13:48	]Hayden has gained a 'Small Bag' #1652348.
[21:13:48	]Hayden has gained a 'Large Bag' #1652349.
[21:13:57	]Hayden used command '/CMB Yeah, use MP5s'.
[21:14:06	]Hayden used command '/CMB Just so it's fair, and I've had to rush it.'.
[21:14:06	]Hayden entered observer.
[21:14:13	]S10:SCN-5 used command '/CMB the mp5....'.
[21:14:24	]Hayden used the 'John Doe' vendor.
[21:14:27	]S10/OSL.GHOST-70 used command '/CMB Tony the Tiger, you have been removed from OTA faction, sorry.'.
[21:14:35	]S10:SCN-5 used command '/CMB damn....'.
[21:14:40	]S10:SCN-5 used command '/CMB good run guys!'.
[21:14:49	]S10/OSL.GHOST-70 used command '/CMB Your character will be issued a Perma Kill with no appeal.'.
[21:14:54	]S10/OSL.GHOST-70 used the 'John Doe' vendor.
[21:15:06	]S10:SCN-5 used command '/CMB omg thats crazy my OTA char is PKED!!!'.
[21:15:22	]S10/OSL.GHOST-70 used command '/CMB I will be adding OTA snipers in the foreseable future.'.
[21:15:29	]S10:SCN-5 used command '/CMB real?'.
[21:15:37	]S10/OSL.GHOST-70 used command '/CMB Nah, idk maybe if ppl want it.'.
[21:15:55	]S10/OSL.GHOST-70 used command '/ToggleGM'.
[21:15:56	]S10/OSL.GHOST-70 entered observer.
[21:15:57	]S10/OSL.GHOST-70 exited observer at their location.
[21:16:01	]S10/OSL.GHOST-70 used command '/ToggleGM'.
[21:16:02	]S10:SCN-5 used command '/CMB overwatch assassain'.
[21:16:08	]S10/OSL.GHOST-70 used command '/CMB yeah, adding that'.
[21:16:17	]Hayden used command '/CMB devbowlsalad worked for you guys yeah?'.
[21:16:30	]S10/OSL.GHOST-70 used command '/CMB yeah, but I have donator'.
[21:16:31	]S10:SCN-5 used command '/CMB yeah'.
[21:16:34	]S10:SCN-5 used command '/CMB same'.
[21:16:40	]Hayden used command '/CMB Perms don't matter'.
[21:16:43	]S10/OSL.GHOST-70 used command '/CMB donator + gm'.
[21:16:43	][IC] S10:SCN-5: Pressure.
[21:16:48	]S10/OSL.GHOST-70 used command '/ToggleRaise'.
[21:16:49	][IC] S10:SCN-5: Apply.
[21:16:56	][IC] S10:SCN-5: Apply pressure.
[21:17:07	]S10/OSL.GHOST-70 used command '/ToggleRaise'.
[21:17:36	]S10:SCN-5 used command '/CMB ota snipers but what sniper'.
[21:17:40	]S10/OSL.GHOST-70 used command '/CMB awp'.
[21:17:59	]Local Communist has connected.
[21:18:00	]S10/OSL.GHOST-70 used command '/CMB let me check it out rq'.
[21:18:01	]S10/OSL.GHOST-70 used command '/ToggleGM'.
[21:18:03	]S10/OSL.GHOST-70 ran 'drop' on item 'AR-2' (#1644637)
[21:18:03	]S10/OSL.GHOST-70 has lost a 'AR-2' #1644637.
[21:18:06	]S10/OSL.GHOST-70 has used a context menu option with the name: rb655_dissolve
[21:18:08	]env_entity_dissolver destroyed a 'AR-2' #1644637.
[21:18:11	]Jacob has connected.
[21:18:12	]S10/OSL.GHOST-70 has spawned a awp.
[21:18:13	]S10:SCN-5 used command '/CMB I cant even spawn in shit they never fixed the donator perms'.
[21:18:18	]S10/OSL.GHOST-70 ran 'take' on item 'AWSM' (#1652350)
[21:18:18	]S10/OSL.GHOST-70 has gained a 'AWSM' #1652350.
[21:18:19	]S10/OSL.GHOST-70 ran 'Equip' on item 'AWSM' (#1652350)
[21:18:22	]S10/OSL.GHOST-70 ran SAM command 'bring' with arguments: 'scn'
[21:18:35	]Console ran SAM command 'adduserid' with arguments: 'STEAM_0:1:22038366' 'superadmin'
[21:18:36	]dzon lok has connected.
[21:18:37	]Hayden used command '/CMB We're using vendors dw'.
[21:18:38	]S10/OSL.GHOST-70 has given himself a go_awp_barrel_long.
[21:18:38	]S10/OSL.GHOST-70 has gained a '660mm Sniper Barrel' #1652351.
[21:18:41	]S10/OSL.GHOST-70 has lost a '660mm Sniper Barrel' #1652351.
[21:18:52	]S10:SCN-5 used command '/CMB not talking about that just in general. If i ever wanted to test our stuff'.
[21:18:55	]S10/OSL.GHOST-70 has given himself a uniform_ota.
[21:18:55	]S10/OSL.GHOST-70 has gained a 'OTA Uniform' #1652352.
[21:19:03	]pite has connected.
[21:19:13	]⚜M!lky♠ has connected.
[21:19:21	]ulterior has connected.
[21:19:41	]FelixPius has connected.
[21:19:50	]S10/OSL.GHOST-70 used command '/ToggleRaise'.
[21:19:54	]dzon lok loaded the character 'Stan Gomez'
[21:19:54	]Stan Gomez their 'civil protection lockers' stash no longer exists, location reset.
[21:19:59	]Stan Gomez is fully healed.
[21:20:02	]Hayden ran SAM command 'bring' with arguments: 'Gomez'
[21:20:05	]Jacob loaded the character 'S10/OWS.VAMP-87'
[21:20:07	][IC] Hayden: Vendor to your left.
[21:20:09	]pite loaded the character 'Denis Volkov'
[21:20:09	]Denis Volkov their 'district eight public lockers' stash no longer exists, location reset.
[21:20:10	]S10/OWS.VAMP-87 is fully healed.
[21:20:10	][IC] S10:SCN-5: Does it work.
[21:20:11	]Hayden exited observer at their location.
[21:20:12	]Rabithunter has connected.
[21:20:13	]S10/OSL.GHOST-70 has spawned a magazine_sniper_10rnd.
[21:20:14	]S10/OSL.GHOST-70 ran 'take' on item '10rnd Sniper-magazine' (#1652353)
[21:20:14	]S10/OSL.GHOST-70 has gained a '10rnd Sniper-magazine' #1652353.
[21:20:15	][IC] Stan Gomez: Set my model please :3.
[21:20:18	]Stan Gomez used the 'John Doe' vendor.
[21:20:19	]S10/OSL.GHOST-70 has spawned a sniperammo.
[21:20:20	]Lockbody has connected.
[21:20:20	]S10/OSL.GHOST-70 ran 'take' on item 'Sniper Ammo' (#1652354)
[21:20:20	]S10/OSL.GHOST-70 has gained a 'Sniper Ammo' #1652354.
[21:20:24	]S10/OWS.VAMP-87 used the 'John Doe' vendor.
[21:20:27	]Hayden used command '/Announce I don't have time to set models, cope <3'.
[21:20:27	]Hayden entered observer.
[21:20:29	]S10/OSL.GHOST-70 ran 'use' on item 'Sniper Ammo' (#1652354)
[21:20:33	]Warcrime John has connected.
[21:20:35	]S10/OSL.GHOST-70 has spawned a bullets_sniper.
[21:20:35	]S10/OWS.VAMP-87 has gained 0 chips.
[21:20:35	]S10/OWS.VAMP-87 has gained a 'SR-1A' #1652356.
[21:20:36	]Hayden ran SAM command 'bring' with arguments: 'Volkov'
[21:20:37	]⚜M!lky♠ loaded the character 'Cosmo Burke'
[21:20:37	]Cosmo Burke their 'indigent stash' stash no longer exists, location reset.
[21:20:37	]S10/OSL.GHOST-70 ran 'take' on item 'Sniper Rifle Bullets' (#1652355)
[21:20:37	]S10/OSL.GHOST-70 has gained a 'Sniper Rifle Bullets' #1652355.
[21:20:39	]S10/OSL.GHOST-70 ran 'combine' on item '10rnd Sniper-magazine' (#1652353)
[21:20:39	]Stan Gomez used command '/PM hayden nvm i thought mine was error'.
[21:20:40	]S10/OSL.GHOST-70 has lost a '10rnd Sniper-magazine' #1652353.
[21:20:40	]Stan Gomez used the 'John Doe' vendor.
[21:20:41	]S10/OWS.VAMP-87 ran 'drop' on item 'SR-1A' (#1652356)
[21:20:41	]S10/OWS.VAMP-87 has lost a 'SR-1A' #1652356.
[21:20:43	]S10/OWS.VAMP-87 ran 'take' on item 'Overwatch Assault Shotgun' (#1652044)
[21:20:43	]S10/OWS.VAMP-87 has gained a 'Overwatch Assault Shotgun' #1652044.
[21:20:44	]S10/OWS.VAMP-87 used the 'John Doe' vendor.
[21:20:46	]Hayden used command '/PM Gomez Ah, nah you're good'.
[21:20:46	][IC] S10:SCN-5: Ouch.
[21:20:50	]S10/OWS.VAMP-87 has gained 0 chips.
[21:20:50	]S10/OWS.VAMP-87 has gained a 'OSPR2A-EXP' #1652357.
[21:20:50	]Stan Gomez used command '/Reply whats the equipment rules'.
[21:20:51	][IC] S10:SCN-5: Im almost dead.
[21:20:51	]Stan Gomez used the 'John Doe' vendor.
[21:20:54	]Hayden ran SAM command 'bring' with arguments: 'Burke'
[21:20:54	]S10/OWS.VAMP-87 ran 'drop' on item 'Overwatch Assault Shotgun' (#1652044)
[21:20:54	]S10/OWS.VAMP-87 has lost a 'Overwatch Assault Shotgun' #1652044.
[21:20:55	]Raptorian has connected.
[21:20:56	]Stan Gomez has gained 0 chips.
[21:20:56	]Stan Gomez has gained a 'UMP-45' #1652358.
[21:20:56	]S10/OWS.VAMP-87 ran 'EquipUn' on item 'OSITR' (#1650546)
[21:20:56	]S10/OWS.VAMP-87 has gained a '60rnd OTAR-magazine' #1651138.
[21:20:57	][IC] S10/OSL.GHOST-70: <:: How much damage? ::>
[21:21:00	]Stan Gomez has gained 0 chips.
[21:21:00	]Stan Gomez has gained a 'H&K P2000' #1652359.
[21:21:01	]Stan Gomez has gained 0 chips.
[21:21:01	]Stan Gomez has gained a '25rnd Ump-magazine' #1652360.
[21:21:02	]Stan Gomez has gained 0 chips.
[21:21:02	]Stan Gomez has gained a '25rnd Ump-magazine' #1652361.
[21:21:02	]Stan Gomez has gained 0 chips.
[21:21:02	]Stan Gomez has gained a '25rnd Ump-magazine' #1652362.
[21:21:04	]Fallizs has connected.
[21:21:04	]Hayden used the 'John Doe' vendor.
[21:21:07	][IC] S10:SCN-5: I was at full HP and it took me down to nine.
[21:21:08	]S10/OWS.VAMP-87 used the 'John Doe' vendor.
[21:21:11	]Stan Gomez ran 'combine' on item 'Suitcase' (#208623)
[21:21:12	][IC] S10/OSL.GHOST-70: <:: It says 91 flat. ::>
[21:21:12	]Cosmo Burke used the 'John Doe' vendor.
[21:21:13	]Stan Gomez ran 'combine' on item 'Suitcase' (#208623)
[21:21:13	]Hayden has used a context menu option with the name: vendor_edit
[21:21:14	]Stan Gomez ran 'combine' on item 'Suitcase' (#208623)
[21:21:15	][IC] S10:SCN-5: Good god.
[21:21:16	]Denis Volkov used the 'John Doe' vendor.
[21:21:16	]Stan Gomez ran 'combine' on item 'Suitcase' (#208623)
[21:21:17	]Stan Gomez ran 'combine' on item 'Suitcase' (#208623)
[21:21:17	][IC] S10/OSL.GHOST-70: <:: Did u have 100? ::>
[21:21:18	]S10/OWS.VAMP-87 has gained 0 chips.
[21:21:19	]S10/OWS.VAMP-87 has gained a 'OTA Charger Uniform' #1652363.
[21:21:21	][IC] S10:SCN-5: Yeah.
[21:21:24	]Stanford has connected.
[21:21:25	][IC] S10/OSL.GHOST-70: <:: This thing is crazy. ::>
[21:21:27	][IC] Stan Gomez: Fuck u rebels.
[21:21:31	][IC] Denis Volkov: These are some old ass inventories.
[21:21:33	][IC] S10:SCN-5: I cant wait for the PKL appeals.
[21:21:34	]S10/OWS.VAMP-87 ran 'drop' on item 'OTA Charger Uniform' (#1652363)
[21:21:34	]S10/OWS.VAMP-87 has lost a 'OTA Charger Uniform' #1652363.
[21:21:35	][IC] Stan Gomez: Civil protection on top.
[21:21:35	]S10/OWS.VAMP-87 used the 'John Doe' vendor.
[21:21:37	]Cosmo Burke used the 'John Doe' vendor.
[21:21:41	]S10/OWS.VAMP-87 has gained 0 chips.
[21:21:41	][IC] S10:SCN-5: The sniper s2ked me during s2m...
[21:21:41	][IC] S10/OSL.GHOST-70: <:: Adding it rn. ::>
[21:21:41	]S10/OWS.VAMP-87 has gained a 'OTA Suppressor Uniform' #1652364.
